symbol	ensg	source
UNC80	ENSG00000144406	HPA_group_enriched
NYAP2	ENSG00000144460	HPA_group_enriched
TRPM8	ENSG00000144481	HPA_group_enriched
GADL1	ENSG00000144644	HPA_group_enriched
ADGRG7	ENSG00000144820	HPA_group_enriched
NR1I2	ENSG00000144852	HPA_group_enriched
GLRA3	ENSG00000145451	HPA_group_enriched
UGT3A1	ENSG00000145626	HPA_group_enriched
SHISAL2B	ENSG00000145642	HPA_group_enriched
BHMT	ENSG00000145692	HPA_group_enriched
LIX1	ENSG00000145721	HPA_group_enriched
CPLX2	ENSG00000145920	HPA_group_enriched
MYLK4	ENSG00000145949	HPA_group_enriched
LGSN	ENSG00000146166	HPA_group_enriched
TTBK1	ENSG00000146216	HPA_group_enriched
TCTE1	ENSG00000146221	HPA_group_enriched
CLVS2	ENSG00000146352	HPA_group_enriched
TRIM50	ENSG00000146755	HPA_group_enriched
CCNB3	ENSG00000147082	HPA_group_enriched
HTR2C	ENSG00000147246	HPA_group_enriched
ARHGAP36	ENSG00000147256	HPA_group_enriched
CHRNB3	ENSG00000147432	HPA_group_enriched
TRIM55	ENSG00000147573	HPA_group_enriched
DPYS	ENSG00000147647	HPA_group_enriched
FAM83A	ENSG00000147689	HPA_group_enriched
FAM135B	ENSG00000147724	HPA_group_enriched
PLPPR1	ENSG00000148123	HPA_group_enriched
HTR7	ENSG00000148680	HPA_group_enriched
NPFFR1	ENSG00000148734	HPA_group_enriched
INA	ENSG00000148798	HPA_group_enriched
GLYAT	ENSG00000149124	HPA_group_enriched
KLHL35	ENSG00000149243	HPA_group_enriched
GGTLC1	ENSG00000149435	HPA_group_enriched
SLC22A8	ENSG00000149452	HPA_group_enriched
TLCD3B	ENSG00000149926	HPA_group_enriched
PCDH15	ENSG00000150275	HPA_group_enriched
CDH8	ENSG00000150394	HPA_group_enriched
FSIP1	ENSG00000150667	HPA_group_enriched
TEX12	ENSG00000150783	HPA_group_enriched
C2orf50	ENSG00000150873	HPA_group_enriched
GPR158	ENSG00000151025	HPA_group_enriched
MCHR2	ENSG00000152034	HPA_group_enriched
TUBA3E	ENSG00000152086	HPA_group_enriched
GRID2	ENSG00000152208	HPA_group_enriched
G6PC2	ENSG00000152254	HPA_group_enriched
GRIA4	ENSG00000152578	HPA_group_enriched
GRM1	ENSG00000152822	HPA_group_enriched
LMNTD1	ENSG00000152936	HPA_group_enriched
NRSN1	ENSG00000152954	HPA_group_enriched
ACMSD	ENSG00000153086	HPA_group_enriched
RGPD3	ENSG00000153165	HPA_group_enriched
TMPRSS11D	ENSG00000153802	HPA_group_enriched
SPHKAP	ENSG00000153820	HPA_group_enriched
PPP1R3A	ENSG00000154415	HPA_group_enriched
CNTNAP5	ENSG00000155052	HPA_group_enriched
GPR78	ENSG00000155269	HPA_group_enriched
GRIA1	ENSG00000155511	HPA_group_enriched
OTOA	ENSG00000155719	HPA_group_enriched
ADCY8	ENSG00000155897	HPA_group_enriched
RAET1L	ENSG00000155918	HPA_group_enriched
NAT2	ENSG00000156006	HPA_group_enriched
CFAP161	ENSG00000156206	HPA_group_enriched
SLC28A1	ENSG00000156222	HPA_group_enriched
NAA11	ENSG00000156269	HPA_group_enriched
CLDN17	ENSG00000156282	HPA_group_enriched
SORCS3	ENSG00000156395	HPA_group_enriched
TDRD9	ENSG00000156414	HPA_group_enriched
LRFN2	ENSG00000156564	HPA_group_enriched
LHFPL4	ENSG00000156959	HPA_group_enriched
TMEM171	ENSG00000157111	HPA_group_enriched
KLHL40	ENSG00000157119	HPA_group_enriched
CLEC18A	ENSG00000157322	HPA_group_enriched
CFAP107	ENSG00000157330	HPA_group_enriched
DRC1	ENSG00000157856	HPA_group_enriched
ANKRD61	ENSG00000157999	HPA_group_enriched
PFKFB1	ENSG00000158571	HPA_group_enriched
PLA2G2F	ENSG00000158786	HPA_group_enriched
PRAC1	ENSG00000159182	HPA_group_enriched
HOXB13	ENSG00000159184	HPA_group_enriched
IGF2BP1	ENSG00000159217	HPA_group_enriched
CLDN14	ENSG00000159261	HPA_group_enriched
SIM2	ENSG00000159263	HPA_group_enriched
PADI4	ENSG00000159339	HPA_group_enriched
CELF3	ENSG00000159409	HPA_group_enriched
ADGRG5	ENSG00000159618	HPA_group_enriched
DRC7	ENSG00000159625	HPA_group_enriched
AGRP	ENSG00000159723	HPA_group_enriched
CRYAA	ENSG00000160202	HPA_group_enriched
LCN1	ENSG00000160349	HPA_group_enriched
HIPK4	ENSG00000160396	HPA_group_enriched
CFAP157	ENSG00000160401	HPA_group_enriched
TMEM190	ENSG00000160472	HPA_group_enriched
CHRNB2	ENSG00000160716	HPA_group_enriched
LRRC71	ENSG00000160838	HPA_group_enriched
NPHS1	ENSG00000161270	HPA_group_enriched
KRT84	ENSG00000161849	HPA_group_enriched
TREML1	ENSG00000161911	HPA_group_enriched
SSTR5	ENSG00000162009	HPA_group_enriched
FAM151A	ENSG00000162391	HPA_group_enriched
LEXM	ENSG00000162398	HPA_group_enriched
LRRC38	ENSG00000162494	HPA_group_enriched
TTLL10	ENSG00000162571	HPA_group_enriched
TRIM58	ENSG00000162722	HPA_group_enriched
PM20D1	ENSG00000162877	HPA_group_enriched
FCAMR	ENSG00000162897	HPA_group_enriched
LRRTM1	ENSG00000162951	HPA_group_enriched
KCNF1	ENSG00000162975	HPA_group_enriched
NEUROD1	ENSG00000162992	HPA_group_enriched
EN1	ENSG00000163064	HPA_group_enriched
XIRP2	ENSG00000163092	HPA_group_enriched
NEURL3	ENSG00000163121	HPA_group_enriched
IVL	ENSG00000163207	HPA_group_enriched
PGLYRP4	ENSG00000163218	HPA_group_enriched
CFAP141	ENSG00000163263	HPA_group_enriched
ALPP	ENSG00000163283	HPA_group_enriched
DCST1	ENSG00000163357	HPA_group_enriched
TAFA4	ENSG00000163377	HPA_group_enriched
CCKAR	ENSG00000163394	HPA_group_enriched
EOMES	ENSG00000163508	HPA_group_enriched
FCRL1	ENSG00000163534	HPA_group_enriched
ICOS	ENSG00000163600	HPA_group_enriched
CLRN1	ENSG00000163646	HPA_group_enriched
CFAP20DC	ENSG00000163689	HPA_group_enriched
PF4	ENSG00000163737	HPA_group_enriched
TCF23	ENSG00000163792	HPA_group_enriched
DNAJC5G	ENSG00000163793	HPA_group_enriched
KIF15	ENSG00000163808	HPA_group_enriched
SLC6A20	ENSG00000163817	HPA_group_enriched
FBXO40	ENSG00000163833	HPA_group_enriched
ZNF474	ENSG00000164185	HPA_group_enriched
PRDM9	ENSG00000164256	HPA_group_enriched
HTR4	ENSG00000164270	HPA_group_enriched
TBXT	ENSG00000164458	HPA_group_enriched
IL22RA2	ENSG00000164485	HPA_group_enriched
GBX1	ENSG00000164900	HPA_group_enriched
ZMAT4	ENSG00000165061	HPA_group_enriched
NKX6-3	ENSG00000165066	HPA_group_enriched
ASB11	ENSG00000165192	HPA_group_enriched
ARMC3	ENSG00000165309	HPA_group_enriched
DEUP1	ENSG00000165325	HPA_group_enriched
LRRC18	ENSG00000165383	HPA_group_enriched
NOXRED1	ENSG00000165555	HPA_group_enriched
AMER2	ENSG00000165566	HPA_group_enriched
OTX2	ENSG00000165588	HPA_group_enriched
DRGX	ENSG00000165606	HPA_group_enriched
SOHLH1	ENSG00000165643	HPA_group_enriched
FRMD7	ENSG00000165694	HPA_group_enriched
RNASE7	ENSG00000165799	HPA_group_enriched
PRAP1	ENSG00000165828	HPA_group_enriched
ANKRD2	ENSG00000165887	HPA_group_enriched
OTOGL	ENSG00000165899	HPA_group_enriched
RAPSN	ENSG00000165917	HPA_group_enriched
C1QL3	ENSG00000165985	HPA_group_enriched
SVOP	ENSG00000166111	HPA_group_enriched
SYNPO2L	ENSG00000166317	HPA_group_enriched
NETO1	ENSG00000166342	HPA_group_enriched
MOGAT2	ENSG00000166391	HPA_group_enriched
SERPINB7	ENSG00000166396	HPA_group_enriched
MC4R	ENSG00000166603	HPA_group_enriched
HTR3A	ENSG00000166736	HPA_group_enriched
ELFN2	ENSG00000166897	HPA_group_enriched
NAT16	ENSG00000167011	HPA_group_enriched
TTC16	ENSG00000167094	HPA_group_enriched
C16orf92	ENSG00000167194	HPA_group_enriched
GOLGA6C	ENSG00000167195	HPA_group_enriched
LOXHD1	ENSG00000167210	HPA_group_enriched
OR51E2	ENSG00000167332	HPA_group_enriched
NIBAN3	ENSG00000167483	HPA_group_enriched
AQP2	ENSG00000167580	HPA_group_enriched
TRPV3	ENSG00000167723	HPA_group_enriched
TEKT1	ENSG00000167858	HPA_group_enriched
KRT24	ENSG00000167916	HPA_group_enriched
PLAAT5	ENSG00000168004	HPA_group_enriched
SLC22A11	ENSG00000168065	HPA_group_enriched
PNOC	ENSG00000168081	HPA_group_enriched
KCNJ4	ENSG00000168135	HPA_group_enriched
HJV	ENSG00000168509	HPA_group_enriched
CHRM1	ENSG00000168539	HPA_group_enriched
VWA3B	ENSG00000168658	HPA_group_enriched
FSTL5	ENSG00000168843	HPA_group_enriched
ZBBX	ENSG00000169064	HPA_group_enriched
GSG1L	ENSG00000169181	HPA_group_enriched
NR0B1	ENSG00000169297	HPA_group_enriched
CKAP2L	ENSG00000169607	HPA_group_enriched
DRD5	ENSG00000169676	HPA_group_enriched
TMEM266	ENSG00000169758	HPA_group_enriched
TACR3	ENSG00000169836	HPA_group_enriched
ONECUT1	ENSG00000169856	HPA_group_enriched
CALML6	ENSG00000169885	HPA_group_enriched
PYDC1	ENSG00000169900	HPA_group_enriched
TM4SF4	ENSG00000169903	HPA_group_enriched
FRMPD4	ENSG00000169933	HPA_group_enriched
TAS1R3	ENSG00000169962	HPA_group_enriched
KRT74	ENSG00000170484	HPA_group_enriched
KRT72	ENSG00000170486	HPA_group_enriched
FOXA3	ENSG00000170608	HPA_group_enriched
CAVIN4	ENSG00000170681	HPA_group_enriched
LMOD2	ENSG00000170807	HPA_group_enriched
FSHR	ENSG00000170820	HPA_group_enriched
TRH	ENSG00000170893	HPA_group_enriched
PKHD1	ENSG00000170927	HPA_group_enriched
RLN3	ENSG00000171136	HPA_group_enriched
GRIK1	ENSG00000171189	HPA_group_enriched
GLOD5	ENSG00000171433	HPA_group_enriched
CDK5R2	ENSG00000171450	HPA_group_enriched
NLRP5	ENSG00000171487	HPA_group_enriched
DSCAM	ENSG00000171587	HPA_group_enriched
DNAI2	ENSG00000171595	HPA_group_enriched
GPR82	ENSG00000171657	HPA_group_enriched
PAH	ENSG00000171759	HPA_group_enriched
NXNL1	ENSG00000171773	HPA_group_enriched
PRND	ENSG00000171864	HPA_group_enriched
EPHX4	ENSG00000172031	HPA_group_enriched
SLC9C1	ENSG00000172139	HPA_group_enriched
ABCG4	ENSG00000172350	HPA_group_enriched
PDZD3	ENSG00000172367	HPA_group_enriched
FUT9	ENSG00000172461	HPA_group_enriched
FNDC9	ENSG00000172568	HPA_group_enriched
LVRN	ENSG00000172901	HPA_group_enriched
UGT2A1	ENSG00000173610	HPA_group_enriched
APOBEC4	ENSG00000173627	HPA_group_enriched
SLC6A19	ENSG00000174358	HPA_group_enriched
VWC2L	ENSG00000174453	HPA_group_enriched
CNTNAP2	ENSG00000174469	HPA_group_enriched
SLC26A9	ENSG00000174502	HPA_group_enriched
NPAS4	ENSG00000174576	HPA_group_enriched
DNAH12	ENSG00000174844	HPA_group_enriched
ANKS4B	ENSG00000175311	HPA_group_enriched
DPP10	ENSG00000175497	HPA_group_enriched
TEX26	ENSG00000175664	HPA_group_enriched
EIF4E1B	ENSG00000175766	HPA_group_enriched
CALCB	ENSG00000175868	HPA_group_enriched
C11orf16	ENSG00000176029	HPA_group_enriched
LRRTM4	ENSG00000176204	HPA_group_enriched
TRIM60	ENSG00000176979	HPA_group_enriched
TRIM72	ENSG00000177238	HPA_group_enriched
DEFB4B	ENSG00000177257	HPA_group_enriched
KCNA2	ENSG00000177301	HPA_group_enriched
C10orf71	ENSG00000177354	HPA_group_enriched
NIM1K	ENSG00000177453	HPA_group_enriched
CD19	ENSG00000177455	HPA_group_enriched
NHLH2	ENSG00000177551	HPA_group_enriched
YIPF7	ENSG00000177752	HPA_group_enriched
ZC3H12D	ENSG00000178199	HPA_group_enriched
TMPRSS9	ENSG00000178297	HPA_group_enriched
HTR1A	ENSG00000178394	HPA_group_enriched
UCN3	ENSG00000178473	HPA_group_enriched
PSAPL1	ENSG00000178597	HPA_group_enriched
OTOS	ENSG00000178602	HPA_group_enriched
C5orf46	ENSG00000178776	HPA_group_enriched
RIIAD1	ENSG00000178796	HPA_group_enriched
TRIML2	ENSG00000179046	HPA_group_enriched
CDH4	ENSG00000179242	HPA_group_enriched
LBX2	ENSG00000179528	HPA_group_enriched
HTR1D	ENSG00000179546	HPA_group_enriched
ATOH7	ENSG00000179774	HPA_group_enriched
CFAP276	ENSG00000179902	HPA_group_enriched
C3orf80	ENSG00000180044	HPA_group_enriched
TH	ENSG00000180176	HPA_group_enriched
PLD5	ENSG00000180287	HPA_group_enriched
DEFB123	ENSG00000180424	HPA_group_enriched
KCNE1	ENSG00000180509	HPA_group_enriched
FUT7	ENSG00000180549	HPA_group_enriched
SLC47A2	ENSG00000180638	HPA_group_enriched
MAB21L1	ENSG00000180660	HPA_group_enriched
CLRN3	ENSG00000180745	HPA_group_enriched
CHST13	ENSG00000180767	HPA_group_enriched
MAP3K15	ENSG00000180815	HPA_group_enriched
GPR137C	ENSG00000180998	HPA_group_enriched
MUC16	ENSG00000181143	HPA_group_enriched
HEPHL1	ENSG00000181333	HPA_group_enriched
DDN	ENSG00000181418	HPA_group_enriched
ODF3L2	ENSG00000181781	HPA_group_enriched
NLRP10	ENSG00000182261	HPA_group_enriched
CDY2A	ENSG00000182415	HPA_group_enriched
CAV3	ENSG00000182533	HPA_group_enriched
CCDC172	ENSG00000182645	HPA_group_enriched
MAGEB17	ENSG00000182798	HPA_group_enriched
GLUD2	ENSG00000182890	HPA_group_enriched
MCEMP1	ENSG00000183019	HPA_group_enriched
CSMD1	ENSG00000183117	HPA_group_enriched
CTNNA3	ENSG00000183230	HPA_group_enriched
PRR36	ENSG00000183248	HPA_group_enriched
TMEM121B	ENSG00000183307	HPA_group_enriched
SH2D7	ENSG00000183476	HPA_group_enriched
HOATZ	ENSG00000183644	HPA_group_enriched
OPCML	ENSG00000183715	HPA_group_enriched
ACSM2A	ENSG00000183747	HPA_group_enriched
KCNH8	ENSG00000183960	HPA_group_enriched
PP2D1	ENSG00000183977	HPA_group_enriched
DGAT2L6	ENSG00000184210	HPA_group_enriched
S100A7A	ENSG00000184330	HPA_group_enriched
H1-5	ENSG00000184357	HPA_group_enriched
LRRC19	ENSG00000184434	HPA_group_enriched
C6orf58	ENSG00000184530	HPA_group_enriched
DHRS7C	ENSG00000184544	HPA_group_enriched
CDCA2	ENSG00000184661	HPA_group_enriched
TRARG1	ENSG00000184811	HPA_group_enriched
DRD1	ENSG00000184845	HPA_group_enriched
RFX6	ENSG00000185002	HPA_group_enriched
LRRC14B	ENSG00000185028	HPA_group_enriched
KRT76	ENSG00000185069	HPA_group_enriched
KLHL33	ENSG00000185271	HPA_group_enriched
KPNA7	ENSG00000185467	HPA_group_enriched
SV2B	ENSG00000185518	HPA_group_enriched
SPATA45	ENSG00000185523	HPA_group_enriched
LYG2	ENSG00000185674	HPA_group_enriched
LEMD1	ENSG00000186007	HPA_group_enriched
FFAR4	ENSG00000186188	HPA_group_enriched
KLHL32	ENSG00000186231	HPA_group_enriched
RGS9BP	ENSG00000186326	HPA_group_enriched
SLC36A2	ENSG00000186335	HPA_group_enriched
KRT3	ENSG00000186442	HPA_group_enriched
AKAP14	ENSG00000186471	HPA_group_enriched
KLK12	ENSG00000186474	HPA_group_enriched
MYT1L	ENSG00000186487	HPA_group_enriched
FSD2	ENSG00000186628	HPA_group_enriched
MPPED1	ENSG00000186732	HPA_group_enriched
TRABD2A	ENSG00000186854	HPA_group_enriched
KRTAP21-2	ENSG00000187026	HPA_group_enriched
CYP4A11	ENSG00000187048	HPA_group_enriched
CCK	ENSG00000187094	HPA_group_enriched
SLIT1	ENSG00000187122	HPA_group_enriched
LUZP2	ENSG00000187398	HPA_group_enriched
LHFPL3	ENSG00000187416	HPA_group_enriched
ATP13A5	ENSG00000187527	HPA_group_enriched
SBK2	ENSG00000187550	HPA_group_enriched
NANOS3	ENSG00000187556	HPA_group_enriched
PERM1	ENSG00000187642	HPA_group_enriched
HAPLN4	ENSG00000187664	HPA_group_enriched
DNAH17	ENSG00000187775	HPA_group_enriched
TMEM72	ENSG00000187783	HPA_group_enriched
CLEC17A	ENSG00000187912	HPA_group_enriched
IL17REL	ENSG00000188263	HPA_group_enriched
IGFL1	ENSG00000188293	HPA_group_enriched
GPR15LG	ENSG00000188373	HPA_group_enriched
CFAP77	ENSG00000188523	HPA_group_enriched
FBLL1	ENSG00000188573	HPA_group_enriched
PAQR9	ENSG00000188582	HPA_group_enriched
IDO2	ENSG00000188676	HPA_group_enriched
VWC2	ENSG00000188730	HPA_group_enriched
FSIP2	ENSG00000188738	HPA_group_enriched
HMX2	ENSG00000188816	HPA_group_enriched
CGB5	ENSG00000189052	HPA_group_enriched
NUGGC	ENSG00000189233	HPA_group_enriched
SFTA2	ENSG00000196260	HPA_group_enriched
CPNE4	ENSG00000196353	HPA_group_enriched
NBPF4	ENSG00000196427	HPA_group_enriched
CRYBA4	ENSG00000196431	HPA_group_enriched
UGT2B15	ENSG00000196620	HPA_group_enriched
SLC30A10	ENSG00000196660	HPA_group_enriched
POTEI	ENSG00000196834	HPA_group_enriched
SCN8A	ENSG00000196876	HPA_group_enriched
DTHD1	ENSG00000197057	HPA_group_enriched
SLC6A17	ENSG00000197106	HPA_group_enriched
SCGB1D4	ENSG00000197745	HPA_group_enriched
CFAP299	ENSG00000197826	HPA_group_enriched
UGT2B17	ENSG00000197888	HPA_group_enriched
MEIG1	ENSG00000197889	HPA_group_enriched
NRAP	ENSG00000197893	HPA_group_enriched
KEL	ENSG00000197993	HPA_group_enriched
ZNF560	ENSG00000198028	HPA_group_enriched
RTP2	ENSG00000198471	HPA_group_enriched
B3GNT6	ENSG00000198488	HPA_group_enriched
SLC34A3	ENSG00000198569	HPA_group_enriched
ABCA4	ENSG00000198691	HPA_group_enriched
EPS8L3	ENSG00000198758	HPA_group_enriched
ALPK2	ENSG00000198796	HPA_group_enriched
BRINP2	ENSG00000198797	HPA_group_enriched
MAGEB3	ENSG00000198798	HPA_group_enriched
PAX9	ENSG00000198807	HPA_group_enriched
STYXL2	ENSG00000198842	HPA_group_enriched
ASB12	ENSG00000198881	HPA_group_enriched
PNMA5	ENSG00000198883	HPA_group_enriched
POU3F3	ENSG00000198914	HPA_group_enriched
RIPPLY2	ENSG00000203877	HPA_group_enriched
CLPSL1	ENSG00000204140	HPA_group_enriched
NXPE2	ENSG00000204361	HPA_group_enriched
NCR3	ENSG00000204475	HPA_group_enriched
C6orf15	ENSG00000204542	HPA_group_enriched
TRIM15	ENSG00000204610	HPA_group_enriched
TRIM40	ENSG00000204614	HPA_group_enriched
DISP3	ENSG00000204624	HPA_group_enriched
HLA-G	ENSG00000204632	HPA_group_enriched
ZFP57	ENSG00000204644	HPA_group_enriched
SPDYC	ENSG00000204710	HPA_group_enriched
NAT8B	ENSG00000204872	HPA_group_enriched
KRT40	ENSG00000204889	HPA_group_enriched
FAM221B	ENSG00000204930	HPA_group_enriched
PCDHA1	ENSG00000204970	HPA_group_enriched
ERICH4	ENSG00000204978	HPA_group_enriched
LGALS7	ENSG00000205076	HPA_group_enriched
EXOC3L4	ENSG00000205436	HPA_group_enriched
KLRC3	ENSG00000205810	HPA_group_enriched
C22orf42	ENSG00000205856	HPA_group_enriched
KRTAP5-6	ENSG00000205864	HPA_group_enriched
DAZ4	ENSG00000205916	HPA_group_enriched
DAZ2	ENSG00000205944	HPA_group_enriched
SERPINB4	ENSG00000206073	HPA_group_enriched
CFAP99	ENSG00000206113	HPA_group_enriched
DIO1	ENSG00000211452	HPA_group_enriched
AKR7L	ENSG00000211454	HPA_group_enriched
IGLV4-3	ENSG00000211672	HPA_group_enriched
TRGJ1	ENSG00000211690	HPA_group_enriched
IGHV3-35	ENSG00000211957	HPA_group_enriched
CFAP45	ENSG00000213085	HPA_group_enriched
CPLX3	ENSG00000213578	HPA_group_enriched
TM6SF2	ENSG00000213996	HPA_group_enriched
SMCO1	ENSG00000214097	HPA_group_enriched
TMEM213	ENSG00000214128	HPA_group_enriched
FOXI3	ENSG00000214336	HPA_group_enriched
DCDC2C	ENSG00000214866	HPA_group_enriched
SMTNL1	ENSG00000214872	HPA_group_enriched
GOLGA6B	ENSG00000215186	HPA_group_enriched
SCRT2	ENSG00000215397	HPA_group_enriched
HMX1	ENSG00000215612	HPA_group_enriched
GCGR	ENSG00000215644	HPA_group_enriched
CDC14C	ENSG00000218305	HPA_group_enriched
PSG7	ENSG00000221878	HPA_group_enriched
CENPVL3	ENSG00000224109	HPA_group_enriched
IGHV3-74	ENSG00000224650	HPA_group_enriched
LTA	ENSG00000226979	HPA_group_enriched
RD3L	ENSG00000227729	HPA_group_enriched
RAB6D	ENSG00000233087	HPA_group_enriched
RNF223	ENSG00000237330	HPA_group_enriched
PRSS56	ENSG00000237412	HPA_group_enriched
ASB14	ENSG00000239388	HPA_group_enriched
LILRA4	ENSG00000239961	HPA_group_enriched
STRIT1	ENSG00000240045	HPA_group_enriched
TNFRSF13B	ENSG00000240505	HPA_group_enriched
L1TD1	ENSG00000240563	HPA_group_enriched
UGT1A9	ENSG00000241119	HPA_group_enriched
KRTAP5-8	ENSG00000241233	HPA_group_enriched
UGT1A1	ENSG00000241635	HPA_group_enriched
TMEFF1	ENSG00000241697	HPA_group_enriched
PCDHGC4	ENSG00000242419	HPA_group_enriched
IGKV1D-17	ENSG00000242766	HPA_group_enriched
PSG4	ENSG00000243137	HPA_group_enriched
CFAP57	ENSG00000243710	HPA_group_enriched
KRTAP19-3	ENSG00000244025	HPA_group_enriched
GSTA2	ENSG00000244067	HPA_group_enriched
SPRR2F	ENSG00000244094	HPA_group_enriched
LY6G6D	ENSG00000244355	HPA_group_enriched
INSL3	ENSG00000248099	HPA_group_enriched
EPPIN-WFDC6	ENSG00000249139	HPA_group_enriched
SPATS1	ENSG00000249481	HPA_group_enriched
FER1L5	ENSG00000249715	HPA_group_enriched
KIAA1210	ENSG00000250423	HPA_group_enriched
PRODH2	ENSG00000250799	HPA_group_enriched
TRBV6-7	ENSG00000253188	HPA_group_enriched
SMIM18	ENSG00000253457	HPA_group_enriched
MAGEL2	ENSG00000254585	HPA_group_enriched
GLYATL1B	ENSG00000255151	HPA_group_enriched
DND1	ENSG00000256453	HPA_group_enriched
SALL3	ENSG00000256463	HPA_group_enriched
TRDV3	ENSG00000256590	HPA_group_enriched
CLEC12B	ENSG00000256660	HPA_group_enriched
SLC5A8	ENSG00000256870	HPA_group_enriched
TMEM179	ENSG00000258986	HPA_group_enriched
XKR7	ENSG00000260903	HPA_group_enriched
SMIM36	ENSG00000261873	HPA_group_enriched
MYMX	ENSG00000262179	HPA_group_enriched
ZNF488	ENSG00000265763	HPA_group_enriched
CCDC177	ENSG00000267909	HPA_group_enriched
GABRQ	ENSG00000268089	HPA_group_enriched
SIGLEC5	ENSG00000268500	HPA_group_enriched
CT45A3	ENSG00000269096	HPA_group_enriched
NXF2B	ENSG00000269437	HPA_group_enriched
GAS2L2	ENSG00000270765	HPA_group_enriched
UGT2A2	ENSG00000271271	HPA_group_enriched
CFAP206	ENSG00000272514	HPA_group_enriched
TMEM271	ENSG00000273238	HPA_group_enriched
AGBL1	ENSG00000273540	HPA_group_enriched
LHX1	ENSG00000273706	HPA_group_enriched
GGTLC3	ENSG00000274252	HPA_group_enriched
DGKK	ENSG00000274588	HPA_group_enriched
H3C1	ENSG00000275714	HPA_group_enriched
CCL15	ENSG00000275718	HPA_group_enriched
FAM25C	ENSG00000276430	HPA_group_enriched
PNMA8C	ENSG00000277531	HPA_group_enriched
SRD5A2	ENSG00000277893	HPA_group_enriched
CT45A6	ENSG00000278289	HPA_group_enriched
H2BC10	ENSG00000278588	HPA_group_enriched
H4C2	ENSG00000278705	HPA_group_enriched
RPS4Y2	ENSG00000280969	HPA_group_enriched
ZNF511-PRAP1	ENSG00000283496	HPA_group_enriched
LRTOMT	ENSG00000284922	HPA_group_enriched
UPK3BL2	ENSG00000284981	HPA_group_enriched
ARHGAP11B	ENSG00000285077	HPA_group_enriched
H3C2	ENSG00000286522	HPA_group_enriched
TFAP2D	ENSG00000008197	HPA_not_detected
WNT8A	ENSG00000061492	HPA_not_detected
BORCS8-MEF2B	ENSG00000064489	HPA_not_detected
TRPC7	ENSG00000069018	HPA_not_detected
NOX3	ENSG00000074771	HPA_not_detected
FGF4	ENSG00000075388	HPA_not_detected
POU4F3	ENSG00000091010	HPA_not_detected
OR1I1	ENSG00000094661	HPA_not_detected
NCR2	ENSG00000096264	HPA_not_detected
AMELY	ENSG00000099721	HPA_not_detected
RAB40AL	ENSG00000102128	HPA_not_detected
LIM2	ENSG00000105370	HPA_not_detected
PAX4	ENSG00000106331	HPA_not_detected
NOBOX	ENSG00000106410	HPA_not_detected
MYL10	ENSG00000106436	HPA_not_detected
CRYBA1	ENSG00000108255	HPA_not_detected
IL2	ENSG00000109471	HPA_not_detected
DBX1	ENSG00000109851	HPA_not_detected
IL26	ENSG00000111536	HPA_not_detected
NANOG	ENSG00000111704	HPA_not_detected
ENSG00000111780	ENSG00000111780	HPA_not_detected
PRDM13	ENSG00000112238	HPA_not_detected
OR12D3	ENSG00000112462	HPA_not_detected
IL4	ENSG00000113520	HPA_not_detected
ABHD14A-ACY1	ENSG00000114786	HPA_not_detected
PRAMEF1	ENSG00000116721	HPA_not_detected
PRAMEF12	ENSG00000116726	HPA_not_detected
CASP8AP2	ENSG00000118412	HPA_not_detected
TECTB	ENSG00000119913	HPA_not_detected
HOXB1	ENSG00000120094	HPA_not_detected
IFNA6	ENSG00000120235	HPA_not_detected
IFNA8	ENSG00000120242	HPA_not_detected
PRAMEF2	ENSG00000120952	HPA_not_detected
TAS2R8	ENSG00000121314	HPA_not_detected
TAS2R10	ENSG00000121318	HPA_not_detected
TAS2R7	ENSG00000121377	HPA_not_detected
TAS2R9	ENSG00000121381	HPA_not_detected
H2BW1	ENSG00000123569	HPA_not_detected
H1-1	ENSG00000124610	HPA_not_detected
OR2B6	ENSG00000124657	HPA_not_detected
TRIM51	ENSG00000124900	HPA_not_detected
AMELX	ENSG00000125363	HPA_not_detected
NPBWR2	ENSG00000125522	HPA_not_detected
BHLHE23	ENSG00000125533	HPA_not_detected
OTOR	ENSG00000125879	HPA_not_detected
GPR42	ENSG00000126251	HPA_not_detected
TAS2R3	ENSG00000127362	HPA_not_detected
OR7A10	ENSG00000127515	HPA_not_detected
OR7C2	ENSG00000127529	HPA_not_detected
OR1E2	ENSG00000127780	HPA_not_detected
GALR3	ENSG00000128310	HPA_not_detected
TAS2R16	ENSG00000128519	HPA_not_detected
CDY2B	ENSG00000129873	HPA_not_detected
ZSCAN10	ENSG00000130182	HPA_not_detected
FUT5	ENSG00000130383	HPA_not_detected
BMP15	ENSG00000130385	HPA_not_detected
OR11H1	ENSG00000130538	HPA_not_detected
PRDM12	ENSG00000130711	HPA_not_detected
GJA9	ENSG00000131233	HPA_not_detected
HHLA1	ENSG00000132297	HPA_not_detected
SSTR4	ENSG00000132671	HPA_not_detected
RXFP2	ENSG00000133105	HPA_not_detected
HRH4	ENSG00000134489	HPA_not_detected
USP26	ENSG00000134588	HPA_not_detected
OCM2	ENSG00000135175	HPA_not_detected
GJA10	ENSG00000135355	HPA_not_detected
MIP	ENSG00000135517	HPA_not_detected
TAAR5	ENSG00000135569	HPA_not_detected
NMBR	ENSG00000135577	HPA_not_detected
OR1J1	ENSG00000136834	HPA_not_detected
